,food_name,fdc_id,price_per_100_g,203,204,205,207,208,209,210,211,212,213,214,221,255,262,263,269,287,291,301,303,304,305,306,307,309,312,313,315,317,318,319,320,321,322,323,324,325,326,328,334,337,338,341,342,343,344,345,346,347,401,404,405,406,410,415,417,418,421,428,429,430,431,432,435,454,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,521,573,578,601,605,606,607,608,609,610,611,612,613,614,615,617,618,619,620,621,624,625,626,627,628,629,630,631,636,638,639,641,645,646,652,653,654,662,663,664,665,666,670,671,672,673,674,675,676,685,687,689,693,695,696,697,851,852,853,856,857,858
19,Carrots,170393,0.17085839256424276,0.93,0.24,9.58,0.97,41.0,1.43,3.59,0.59,0.55,0.0,0.0,0.0,88.29,0.0,0.0,4.74,0.0,2.8,33.0,0.3,12.0,35.0,320.0,69.0,0.24,0.045,3.2,0.143,0.1,16706.0,0.0,835.0,8285.0,3477.0,0.66,0.0,0.0,0.0,0.0,0.0,1.0,256.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,5.9,0.066,0.058,0.983,0.273,0.138,19.0,0.0,8.8,0.0,0.0,13.2,0.0,19.0,19.0,0.4,0.012,0.191,0.077,0.102,0.101,0.02,0.083,0.061,0.043,0.069,0.091,0.04,0.113,0.19,0.366,0.047,0.054,0.054,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,0.011,0.1,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Cashews,170162,1.358048642833207,18.22,43.85,30.19,2.54,553.0,23.49,5.81,0.05,0.05,0.0,0.0,0.0,5.2,0.0,0.0,5.91,0.0,3.3,37.0,6.68,292.0,593.0,660.0,12.0,5.78,2.195,0.0,1.655,19.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.03,5.31,0.36,0.0,0.1,0.2,0.0,0.5,0.423,0.058,1.062,0.864,0.417,25.0,0.0,0.0,0.0,0.0,34.1,0.0,25.0,25.0,0.0,0.287,0.688,0.789,1.472,0.928,0.362,0.393,0.951,0.508,1.094,2.123,0.456,0.837,1.795,4.506,0.937,0.812,1.079,0.0,0.0,0.0,0.0,0.0,7.783,0.0,0.0,0.015,0.015,0.015,0.015,3.916,3.223,0.266,23.523,7.782,0.062,0.0,0.0,0.173,0.0,0.136,0.0,0.138,0.0,0.0,0.0,0.0,0.0,9.0,113.0,23.797,7.845,0.0,0.046,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Cauliflower,169986,0.584960346155429,1.92,0.28,4.97,0.76,25.0,0.0,0.0,0.94,0.97,0.0,0.0,0.0,92.07,0.0,0.0,1.91,0.0,2.0,22.0,0.42,15.0,44.0,299.0,30.0,0.27,0.039,1.0,0.155,0.6,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,48.2,0.05,0.06,0.507,0.667,0.184,57.0,0.0,44.3,0.0,0.0,15.5,0.0,57.0,57.0,0.0,0.02,0.076,0.071,0.106,0.217,0.02,0.02,0.065,0.051,0.125,0.086,0.056,0.116,0.177,0.257,0.071,0.071,0.086,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.018,0.0,0.0,0.093,0.009,0.003,0.027,0.016,0.015,0.0,0.0,0.002,0.002,0.003,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.034,0.031,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.0,0.003,0.027,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
22,Cherries,171719,0.881849768073511,1.06,0.2,16.01,0.48,63.0,0.0,0.15,6.59,5.37,0.0,0.12,0.0,82.25,0.0,0.0,12.82,0.59,2.1,13.0,0.36,11.0,21.0,222.0,0.0,0.07,0.06,2.0,0.07,0.0,64.0,0.0,3.0,38.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.01,0.04,0.0,0.03,0.0,0.0,0.0,7.0,0.027,0.033,0.154,0.199,0.049,4.0,0.0,6.1,0.0,0.0,2.1,0.0,4.0,4.0,0.0,0.009,0.022,0.02,0.03,0.032,0.01,0.01,0.024,0.014,0.024,0.018,0.015,0.026,0.569,0.083,0.023,0.039,0.03,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.001,0.027,0.009,0.0,0.047,0.027,0.026,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.047,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Chia seeds,170554,1.9830596659553077,16.54,30.74,42.12,4.8,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,34.4,631.0,7.72,335.0,860.0,407.0,16.0,4.58,0.924,0.0,2.723,55.2,54.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.62,0.17,8.83,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.436,0.709,0.801,1.371,0.97,0.588,0.407,1.016,0.563,0.95,2.143,0.531,1.044,1.689,3.5,0.943,0.776,1.049,0.0,0.0,0.0,0.0,0.14,3.33,0.0,0.0,0.0,0.0,0.0,0.03,2.17,0.912,0.093,2.203,5.835,17.83,0.0,0.0,0.032,0.03,0.029,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.309,23.665,0.03,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,0.0,0.0,0.0,0.0
24,Chicken breast,171077,0.4171149402987707,22.5,2.62,0.0,1.13,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,0.0,0.0,0.0,0.0,0.0,5.0,0.37,28.0,213.0,334.0,45.0,0.68,0.037,0.0,0.011,22.8,30.0,9.0,9.0,0.0,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.177,9.6,1.495,0.811,9.0,0.21,82.1,8.4,0.0,0.0,0.0,9.0,9.0,7.0,0.283,1.009,1.104,1.861,2.163,0.585,0.236,0.908,0.81,1.165,1.521,0.839,1.313,2.116,3.333,0.996,0.715,0.858,0.0,0.0,0.0,73.0,0.007,0.563,0.0,0.0,0.0,0.017,0.004,0.011,0.393,0.129,0.001,0.59,0.319,0.013,0.048,0.004,0.003,0.003,0.083,0.0,0.01,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.689,0.424,0.003,0.003,0.0,0.0,0.006,0.0,0.001,0.0,0.001,0.0,0.006,0.083,0.583,0.317,0.0,0.0,0.002,0.012,0.006,0.001,0.0,0.0,0.013,0.0,0.012,0.0,0.0,0.013
25,Chicken thigh,172385,0.4387740309438933,16.52,16.61,0.25,0.81,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.47,0.0,0.0,0.0,0.0,0.0,7.0,0.68,18.0,157.0,204.0,81.0,1.29,0.054,0.0,0.013,18.9,78.0,23.0,23.0,0.0,0.0,0.21,3.0,0.0,0.1,0.1,0.0,0.0,108.0,0.0,0.09,0.0,0.02,0.02,0.03,0.0,0.0,0.073,0.145,4.625,0.19,0.347,3.0,0.62,45.7,0.0,0.0,2.1,0.0,3.0,3.0,9.8,0.167,0.735,0.731,1.318,1.448,0.438,0.183,0.632,0.579,0.764,1.157,0.465,1.015,1.554,2.571,1.005,0.773,0.675,0.0,0.0,0.0,98.0,0.085,4.524,0.001,0.0,0.001,0.003,0.008,0.092,3.511,0.85,0.011,5.832,3.096,0.162,0.104,0.007,0.014,0.033,0.98,0.003,0.078,0.004,0.002,0.01,0.0,0.0,0.0,0.0,6.94,3.467,0.011,0.019,0.002,0.007,0.053,0.0,0.025,0.0,0.021,0.001,0.021,0.973,5.779,3.05,0.002,0.018,0.014,0.035,0.06,0.025,0.0,0.0,0.144,0.001,0.034,0.0,0.0,0.024
26,Chickpeas,173756,0.3195603097056385,20.47,6.04,62.95,2.85,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,10.7,0.0,12.2,57.0,4.31,79.0,252.0,718.0,24.0,2.76,0.656,0.0,4.15,0.0,67.0,0.0,3.0,40.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.477,0.212,1.541,1.588,0.535,557.0,0.0,99.3,0.0,0.0,9.0,0.0,557.0,557.0,0.0,0.2,0.766,0.882,1.465,1.377,0.27,0.279,1.103,0.512,0.865,1.939,0.566,0.882,2.422,3.603,0.857,0.849,1.036,0.0,0.0,0.0,0.0,0.0,0.603,0.0,0.0,0.0,0.0,0.0,0.009,0.508,0.086,0.0,1.365,2.629,0.102,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.377,2.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Cod,171955,1.2125434311010777,17.81,0.67,0.0,1.16,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.22,0.0,0.0,0.0,0.0,0.0,16.0,0.38,32.0,203.0,413.0,54.0,0.45,0.028,0.0,0.015,33.1,40.0,12.0,12.0,0.0,0.0,0.64,36.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.076,0.065,2.063,0.153,0.245,7.0,0.91,65.2,0.0,0.0,0.1,0.0,7.0,7.0,0.0,0.199,0.781,0.821,1.447,1.635,0.527,0.191,0.695,0.601,0.917,1.066,0.524,1.077,1.823,2.658,0.855,0.63,0.726,0.0,0.0,0.0,43.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.009,0.091,0.03,0.0,0.061,0.005,0.001,0.022,0.12,0.0,0.0,0.016,0.001,0.015,0.064,0.003,0.01,0.0,0.0,0.0,0.0,0.094,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Corn,169998,0.3204054157333757,3.27,1.35,18.7,0.62,86.0,5.7,0.89,3.43,1.94,0.0,0.0,0.0,76.05,0.0,0.0,6.26,0.0,2.0,2.0,0.52,37.0,89.0,270.0,15.0,0.46,0.054,0.0,0.163,0.6,187.0,0.0,9.0,47.0,16.0,0.07,0.0,0.0,0.0,0.0,115.0,0.0,644.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,6.8,0.155,0.055,1.77,0.717,0.093,42.0,0.0,23.0,0.0,0.0,0.3,0.0,42.0,42.0,0.0,0.023,0.129,0.129,0.348,0.137,0.067,0.026,0.15,0.123,0.185,0.131,0.089,0.295,0.244,0.636,0.127,0.292,0.153,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.003,0.001,0.001,0.262,0.045,0.007,0.419,0.472,0.014,0.001,0.0,0.0,0.002,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.487,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.416,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0
29,Corn flour,169748,0.10136863084005009,6.93,3.86,76.85,1.45,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,0.64,0.0,7.3,7.0,2.38,93.0,272.0,315.0,5.0,1.73,0.23,0.0,0.46,15.4,3.0,0.0,0.0,1.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.08,1.9,0.658,0.37,25.0,0.0,21.6,0.0,0.0,0.3,0.0,25.0,25.0,0.0,0.049,0.261,0.248,0.85,0.195,0.145,0.125,0.34,0.282,0.351,0.345,0.211,0.518,0.482,1.3,0.284,0.605,0.329,0.0,0.0,0.0,0.0,0.0,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.061,0.0,1.015,1.706,0.053,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.018,1.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Cucumber,168409,0.22046244201837775,0.65,0.11,3.63,0.38,15.0,0.83,0.03,0.76,0.87,0.0,0.01,0.0,95.23,0.0,0.0,1.67,0.0,0.5,16.0,0.28,13.0,24.0,147.0,2.0,0.2,0.041,1.3,0.079,0.3,105.0,0.0,5.0,45.0,11.0,0.03,0.0,0.0,0.0,0.0,26.0,0.0,23.0,0.01,0.03,0.0,0.04,0.0,0.0,0.0,2.8,0.027,0.033,0.098,0.259,0.04,7.0,0.0,6.0,0.0,0.0,16.4,0.0,7.0,7.0,0.1,0.005,0.019,0.021,0.029,0.029,0.006,0.004,0.019,0.011,0.022,0.044,0.01,0.024,0.041,0.196,0.024,0.015,0.02,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.005,0.028,0.005,0.0,0.005,0.028,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.005,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Egg whites,172183,0.5511561050459444,10.9,0.17,0.73,0.63,52.0,0.0,0.07,0.34,0.07,0.07,0.07,0.0,87.57,0.0,0.0,0.71,0.07,0.0,7.0,0.08,11.0,15.0,163.0,166.0,0.03,0.023,0.0,0.011,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.439,0.105,0.19,0.005,4.0,0.09,1.1,0.0,0.0,0.0,0.0,4.0,4.0,0.3,0.125,0.449,0.661,1.016,0.806,0.399,0.287,0.686,0.457,0.809,0.648,0.29,0.704,1.22,1.55,0.413,0.435,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Eggplant,169228,0.33069366302756664,0.98,0.18,5.88,0.66,25.0,0.0,0.26,1.58,1.54,0.0,0.0,0.0,92.3,0.0,0.0,3.53,0.0,3.0,9.0,0.23,14.0,24.0,229.0,2.0,0.16,0.081,0.0,0.232,0.3,23.0,0.0,1.0,14.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.039,0.037,0.649,0.281,0.084,22.0,0.0,6.9,0.0,0.0,3.5,0.0,22.0,22.0,0.0,0.009,0.037,0.045,0.064,0.047,0.011,0.006,0.043,0.027,0.053,0.057,0.023,0.051,0.164,0.186,0.041,0.043,0.042,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.009,0.0,0.014,0.063,0.013,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.016,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Eggs,171287,0.33069366302756664,12.56,9.51,0.72,1.06,143.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,76.15,0.0,0.0,0.37,0.0,0.0,56.0,1.75,12.0,198.0,138.0,142.0,1.29,0.072,1.1,0.028,30.7,540.0,160.0,160.0,0.0,0.0,1.05,82.0,0.0,2.0,2.0,9.0,0.0,503.0,0.01,0.5,0.06,0.06,0.0,0.01,0.0,0.0,0.04,0.457,0.075,1.533,0.17,47.0,0.89,293.8,0.0,0.1,0.3,0.0,47.0,47.0,0.3,0.167,0.556,0.671,1.086,0.912,0.38,0.272,0.68,0.499,0.858,0.82,0.309,0.735,1.329,1.673,0.432,0.512,0.971,0.0,0.0,0.0,372.0,0.038,3.126,0.004,0.0,0.004,0.006,0.0,0.033,2.231,0.811,0.003,3.411,1.555,0.048,0.188,0.058,0.004,0.007,0.201,0.0,0.027,0.0,0.0,0.007,0.0,0.0,0.0,0.0,3.658,1.911,0.008,0.022,0.0,0.003,0.023,0.0,0.012,0.0,0.012,0.0,0.018,0.198,3.388,1.531,0.0,0.012,0.012,0.023,0.026,0.012,0.0,0.0,0.036,0.001,0.022,0.0,0.0,0.013
34,Enriched wheat flour,168894,0.10577787968041763,10.33,0.98,76.31,0.47,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.0,0.0,0.27,0.0,2.7,15.0,4.64,22.0,108.0,107.0,2.0,0.7,0.144,0.0,0.682,33.9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.07,0.38,0.02,0.02,0.09,0.0,0.0,0.0,0.785,0.494,5.904,0.438,0.044,183.0,0.0,10.4,0.0,0.0,0.3,154.0,29.0,291.0,70.3,0.127,0.281,0.357,0.71,0.228,0.183,0.219,0.52,0.312,0.415,0.417,0.23,0.332,0.435,3.479,0.371,1.198,0.516,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.007,0.0,0.087,0.391,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Garlic,169230,1.1023122100918887,6.36,0.5,33.06,1.5,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58,0.0,0.0,1.0,0.0,2.1,181.0,1.7,25.0,153.0,401.0,17.0,1.16,0.299,0.0,1.672,14.2,9.0,0.0,0.0,5.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.2,0.11,0.7,0.596,1.235,3.0,0.0,23.2,0.0,0.0,1.7,0.0,3.0,3.0,0.0,0.066,0.157,0.217,0.308,0.273,0.076,0.065,0.183,0.081,0.291,0.634,0.113,0.132,0.489,0.805,0.2,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.002,0.0,0.0,0.087,0.0,0.0,0.011,0.229,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Grapefruit,173034,0.2636730806539798,0.63,0.1,8.19,0.32,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.76,0.0,0.0,0.0,0.0,0.0,15.0,0.05,9.0,7.0,150.0,0.0,0.07,0.056,0.0,0.011,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.04,0.02,0.2,0.283,0.043,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.006,0.011,0.007,0.012,0.016,0.006,0.006,0.038,0.006,0.012,0.07,0.006,0.02,0.111,0.16,0.012,0.051,0.022,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001,0.0,0.012,0.019,0.005,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Green Bell Pepper,170427,0.4409248840367555,0.86,0.17,4.64,0.43,20.0,0.0,0.11,1.16,1.12,0.0,0.0,0.0,93.89,0.0,0.0,2.4,0.0,1.7,10.0,0.34,10.0,20.0,175.0,3.0,0.13,0.066,2.0,0.122,0.0,370.0,0.0,18.0,208.0,21.0,0.37,0.0,0.0,0.0,0.0,7.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,0.057,0.028,0.48,0.099,0.224,10.0,0.0,5.5,0.0,0.0,7.4,0.0,10.0,10.0,0.1,0.012,0.036,0.024,0.036,0.039,0.007,0.012,0.092,0.012,0.036,0.027,0.01,0.036,0.208,0.194,0.03,0.024,0.054,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.008,0.0,0.008,0.054,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.008,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Ground Pork,167902,0.881849768073511,16.88,21.19,0.0,0.87,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06,0.0,0.0,0.0,0.0,0.0,14.0,0.88,19.0,175.0,287.0,56.0,2.2,0.045,0.0,0.01,24.6,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.732,0.235,4.338,0.668,0.383,5.0,0.7,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.214,0.771,0.79,1.354,1.518,0.447,0.215,0.674,0.588,0.916,1.049,0.674,0.983,1.566,2.642,0.802,0.678,0.697,0.0,0.0,0.0,72.0,0.0,7.87,0.0,0.0,0.0,0.01,0.02,0.33,4.77,2.55,0.0,8.5,1.67,0.07,0.08,0.0,0.0,0.0,0.65,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Hazelnuts,170581,1.4991446057249689,14.95,60.75,16.7,2.29,628.0,0.48,4.2,0.07,0.07,0.0,0.0,0.0,5.31,0.0,0.0,4.34,0.0,9.7,114.0,4.7,163.0,290.0,680.0,0.0,2.45,1.725,0.0,6.175,2.4,20.0,0.0,1.0,11.0,3.0,15.03,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.643,0.113,1.8,0.918,0.563,113.0,0.0,45.6,0.0,0.0,14.2,0.0,113.0,113.0,0.4,0.193,0.497,0.545,1.063,0.42,0.221,0.277,0.663,0.362,0.701,2.211,0.432,0.73,1.679,3.71,0.724,0.561,0.735,0.0,0.0,0.0,0.0,0.0,4.464,0.0,0.0,0.0,0.0,0.0,0.0,3.097,1.265,0.102,45.405,7.833,0.087,0.0,0.0,0.0,0.0,0.116,0.0,0.131,0.0,0.0,0.0,0.0,1.0,7.0,102.0,45.652,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Honeydew Melon,169911,0.3968323956330799,0.54,0.14,9.09,0.41,36.0,0.0,2.48,2.68,2.96,0.0,0.0,0.0,89.82,0.0,0.0,8.12,0.0,0.8,6.0,0.17,10.0,11.0,228.0,18.0,0.09,0.024,0.0,0.027,0.7,50.0,0.0,3.0,30.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,18.0,0.038,0.012,0.418,0.155,0.088,19.0,0.0,7.6,0.0,0.0,2.9,0.0,19.0,19.0,0.0,0.005,0.013,0.013,0.016,0.018,0.005,0.005,0.015,0.01,0.018,0.014,0.005,0.044,0.088,0.153,0.016,0.012,0.023,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.002,0.002,0.032,0.003,0.0,0.003,0.026,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
